Year,Quarter,Month,Day,Sum of SalesVolume,RegionName
2006,Qtr 4,November,1,2005,Tyne and Wear
2006,Qtr 4,November,1,4652,West Midlands
2006,Qtr 4,November,1,5048,West Yorkshire
2006,Qtr 4,December,1,6137,Greater Manchester
2006,Qtr 4,December,1,2568,Merseyside
2006,Qtr 4,December,1,2530,South Yorkshire
2006,Qtr 4,December,1,2296,Tyne and Wear
2006,Qtr 4,December,1,5102,West Midlands
2006,Qtr 4,December,1,5230,West Yorkshire
2007,Qtr 1,January,1,4142,Greater Manchester
2007,Qtr 1,January,1,1828,Merseyside
2007,Qtr 1,January,1,1853,South Yorkshire
2007,Qtr 1,January,1,1660,Tyne and Wear
2007,Qtr 1,January,1,3594,West Midlands
2007,Qtr 1,January,1,3668,West Yorkshire
2007,Qtr 1,February,1,4450,Greater Manchester
2007,Qtr 1,February,1,1964,Merseyside
2007,Qtr 1,February,1,1870,South Yorkshire
2007,Qtr 1,February,1,1552,Tyne and Wear
2007,Qtr 1,February,1,3605,West Midlands
2007,Qtr 1,February,1,3779,West Yorkshire
2007,Qtr 1,March,1,5350,Greater Manchester
2007,Qtr 1,March,1,2324,Merseyside
2007,Qtr 1,March,1,2334,South Yorkshire
2007,Qtr 1,March,1,2119,Tyne and Wear
2007,Qtr 1,March,1,4547,West Midlands
2007,Qtr 1,March,1,4655,West Yorkshire
2007,Qtr 2,April,1,4647,Greater Manchester
2007,Qtr 2,April,1,2229,Merseyside
2007,Qtr 2,April,1,2093,South Yorkshire
2007,Qtr 2,April,1,1888,Tyne and Wear
2007,Qtr 2,April,1,3811,West Midlands
2007,Qtr 2,April,1,4046,West Yorkshire
2007,Qtr 2,May,1,5085,Greater Manchester
2007,Qtr 2,May,1,2335,Merseyside
2007,Qtr 2,May,1,2377,South Yorkshire
2007,Qtr 2,May,1,2234,Tyne and Wear
2007,Qtr 2,May,1,4098,West Midlands
2007,Qtr 2,May,1,4449,West Yorkshire
2007,Qtr 2,June,1,6117,Greater Manchester
2007,Qtr 2,June,1,2606,Merseyside
2007,Qtr 2,June,1,2699,South Yorkshire
2007,Qtr 2,June,1,2622,Tyne and Wear
2007,Qtr 2,June,1,5163,West Midlands
2007,Qtr 2,June,1,5321,West Yorkshire
2007,Qtr 3,July,1,5591,Greater Manchester
2007,Qtr 3,July,1,2567,Merseyside
2007,Qtr 3,July,1,2611,South Yorkshire
2007,Qtr 3,July,1,2370,Tyne and Wear
2007,Qtr 3,July,1,4647,West Midlands
2007,Qtr 3,July,1,4989,West Yorkshire
2007,Qtr 3,August,1,5982,Greater Manchester
2007,Qtr 3,August,1,2595,Merseyside
2007,Qtr 3,August,1,2666,South Yorkshire
2007,Qtr 3,August,1,2466,Tyne and Wear
2007,Qtr 3,August,1,4769,West Midlands
2007,Qtr 3,August,1,5008,West Yorkshire
2007,Qtr 3,September,1,5118,Greater Manchester
2007,Qtr 3,September,1,2037,Merseyside
2007,Qtr 3,September,1,2107,South Yorkshire
2007,Qtr 3,September,1,1895,Tyne and Wear
2007,Qtr 3,September,1,4075,West Midlands
2007,Qtr 3,September,1,3928,West Yorkshire
2007,Qtr 4,October,1,5013,Greater Manchester
2007,Qtr 4,October,1,2165,Merseyside
2007,Qtr 4,October,1,2312,South Yorkshire
2007,Qtr 4,October,1,1963,Tyne and Wear
2007,Qtr 4,October,1,4140,West Midlands
2007,Qtr 4,October,1,4278,West Yorkshire
2007,Qtr 4,November,1,5159,Greater Manchester
2007,Qtr 4,November,1,2180,Merseyside
2007,Qtr 4,November,1,2242,South Yorkshire
2007,Qtr 4,November,1,2157,Tyne and Wear
2007,Qtr 4,November,1,4312,West Midlands
2007,Qtr 4,November,1,4217,West Yorkshire
2007,Qtr 4,December,1,4259,Greater Manchester
2007,Qtr 4,December,1,1790,Merseyside
2007,Qtr 4,December,1,1943,South Yorkshire
2007,Qtr 4,December,1,1583,Tyne and Wear
2007,Qtr 4,December,1,3469,West Midlands
2007,Qtr 4,December,1,3481,West Yorkshire
2008,Qtr 1,January,1,2901,Greater Manchester
2008,Qtr 1,January,1,1381,Merseyside
2008,Qtr 1,January,1,1440,South Yorkshire
2008,Qtr 1,January,1,1185,Tyne and Wear
2008,Qtr 1,January,1,2562,West Midlands
2008,Qtr 1,January,1,2425,West Yorkshire
2008,Qtr 1,February,1,3192,Greater Manchester
2008,Qtr 1,February,1,1419,Merseyside
2008,Qtr 1,February,1,1546,South Yorkshire
2008,Qtr 1,February,1,1174,Tyne and Wear
2008,Qtr 1,February,1,2731,West Midlands
2008,Qtr 1,February,1,2622,West Yorkshire
2008,Qtr 1,March,1,2979,Greater Manchester
2008,Qtr 1,March,1,1485,Merseyside
2008,Qtr 1,March,1,1382,South Yorkshire
2008,Qtr 1,March,1,1119,Tyne and Wear
2008,Qtr 1,March,1,2531,West Midlands
2008,Qtr 1,March,1,2251,West Yorkshire
2008,Qtr 2,April,1,3148,Greater Manchester
2008,Qtr 2,April,1,1423,Merseyside
2008,Qtr 2,April,1,1490,South Yorkshire
2008,Qtr 2,April,1,1213,Tyne and Wear
2008,Qtr 2,April,1,2762,West Midlands
2008,Qtr 2,April,1,2496,West Yorkshire
2008,Qtr 2,May,1,2976,Greater Manchester
2008,Qtr 2,May,1,1495,Merseyside
2008,Qtr 2,May,1,1725,South Yorkshire
2008,Qtr 2,May,1,1244,Tyne and Wear
2008,Qtr 2,May,1,2776,West Midlands
2008,Qtr 2,May,1,2650,West Yorkshire
2008,Qtr 2,June,1,2632,Greater Manchester
2008,Qtr 2,June,1,1154,Merseyside
2008,Qtr 2,June,1,1444,South Yorkshire
2008,Qtr 2,June,1,1044,Tyne and Wear
2008,Qtr 2,June,1,2754,West Midlands
2008,Qtr 2,June,1,2506,West Yorkshire
2008,Qtr 3,July,1,2588,Greater Manchester
2008,Qtr 3,July,1,1194,Merseyside
2008,Qtr 3,July,1,1224,South Yorkshire
2008,Qtr 3,July,1,972,Tyne and Wear
2008,Qtr 3,July,1,2207,West Midlands
2008,Qtr 3,July,1,2238,West Yorkshire
2008,Qtr 3,August,1,2112,Greater Manchester
2008,Qtr 3,August,1,1038,Merseyside
2008,Qtr 3,August,1,1096,South Yorkshire
2008,Qtr 3,August,1,838,Tyne and Wear
2008,Qtr 3,August,1,1981,West Midlands
2008,Qtr 3,August,1,1978,West Yorkshire
2008,Qtr 3,September,1,1934,Greater Manchester
2008,Qtr 3,September,1,897,Merseyside
2008,Qtr 3,September,1,1019,South Yorkshire
2008,Qtr 3,September,1,771,Tyne and Wear
2008,Qtr 3,September,1,1692,West Midlands
2008,Qtr 3,September,1,1668,West Yorkshire
2008,Qtr 4,October,1,1991,Greater Manchester
2008,Qtr 4,October,1,902,Merseyside
2008,Qtr 4,October,1,1063,South Yorkshire
2008,Qtr 4,October,1,727,Tyne and Wear
2008,Qtr 4,October,1,1952,West Midlands
2008,Qtr 4,October,1,1842,West Yorkshire
2008,Qtr 4,November,1,1720,Greater Manchester
2008,Qtr 4,November,1,653,Merseyside
2008,Qtr 4,November,1,866,South Yorkshire
2008,Qtr 4,November,1,645,Tyne and Wear
2008,Qtr 4,November,1,1489,West Midlands
2008,Qtr 4,November,1,1484,West Yorkshire
2008,Qtr 4,December,1,1864,Greater Manchester
2008,Qtr 4,December,1,764,Merseyside
2008,Qtr 4,December,1,887,South Yorkshire
2008,Qtr 4,December,1,689,Tyne and Wear
2008,Qtr 4,December,1,1591,West Midlands
2008,Qtr 4,December,1,1603,West Yorkshire
2009,Qtr 1,January,1,1155,Greater Manchester
2009,Qtr 1,January,1,544,Merseyside
2009,Qtr 1,January,1,566,South Yorkshire
2009,Qtr 1,January,1,458,Tyne and Wear
2009,Qtr 1,January,1,1102,West Midlands
2009,Qtr 1,January,1,1027,West Yorkshire
2009,Qtr 1,February,1,1169,Greater Manchester
2009,Qtr 1,February,1,559,Merseyside
2009,Qtr 1,February,1,612,South Yorkshire
2009,Qtr 1,February,1,486,Tyne and Wear
2009,Qtr 1,February,1,1153,West Midlands
2009,Qtr 1,February,1,1106,West Yorkshire
2009,Qtr 1,March,1,1600,Greater Manchester
2009,Qtr 1,March,1,690,Merseyside
2009,Qtr 1,March,1,823,South Yorkshire
2009,Qtr 1,March,1,664,Tyne and Wear
2009,Qtr 1,March,1,1487,West Midlands
2009,Qtr 1,March,1,1403,West Yorkshire
2009,Qtr 2,April,1,1561,Greater Manchester
2009,Qtr 2,April,1,713,Merseyside
2009,Qtr 2,April,1,801,South Yorkshire
2009,Qtr 2,April,1,701,Tyne and Wear
2009,Qtr 2,April,1,1452,West Midlands
2009,Qtr 2,April,1,1538,West Yorkshire
2009,Qtr 2,May,1,1797,Greater Manchester
2009,Qtr 2,May,1,726,Merseyside
2009,Qtr 2,May,1,919,South Yorkshire
2009,Qtr 2,May,1,842,Tyne and Wear
2009,Qtr 2,May,1,1622,West Midlands
2009,Qtr 2,May,1,1671,West Yorkshire
2009,Qtr 2,June,1,2168,Greater Manchester
2009,Qtr 2,June,1,882,Merseyside
2009,Qtr 2,June,1,1062,South Yorkshire
2009,Qtr 2,June,1,895,Tyne and Wear
2009,Qtr 2,June,1,1912,West Midlands
2009,Qtr 2,June,1,1965,West Yorkshire
2009,Qtr 3,July,1,2510,Greater Manchester
2009,Qtr 3,July,1,1051,Merseyside
2009,Qtr 3,July,1,1159,South Yorkshire
2009,Qtr 3,July,1,934,Tyne and Wear
2009,Qtr 3,July,1,2273,West Midlands
2009,Qtr 3,July,1,2185,West Yorkshire
2009,Qtr 3,August,1,2183,Greater Manchester
2009,Qtr 3,August,1,915,Merseyside
2009,Qtr 3,August,1,990,South Yorkshire
2009,Qtr 3,August,1,918,Tyne and Wear
2009,Qtr 3,August,1,2072,West Midlands
2009,Qtr 3,August,1,1969,West Yorkshire
2009,Qtr 3,September,1,2178,Greater Manchester
2009,Qtr 3,September,1,902,Merseyside
2009,Qtr 3,September,1,1052,South Yorkshire
2009,Qtr 3,September,1,866,Tyne and Wear
2009,Qtr 3,September,1,2044,West Midlands
2009,Qtr 3,September,1,2070,West Yorkshire
2009,Qtr 4,October,1,2484,Greater Manchester
2009,Qtr 4,October,1,1130,Merseyside
2009,Qtr 4,October,1,1184,South Yorkshire
2009,Qtr 4,October,1,1006,Tyne and Wear
2009,Qtr 4,October,1,2380,West Midlands
2009,Qtr 4,October,1,2324,West Yorkshire
2009,Qtr 4,November,1,2566,Greater Manchester
2009,Qtr 4,November,1,935,Merseyside
2009,Qtr 4,November,1,1155,South Yorkshire
2009,Qtr 4,November,1,839,Tyne and Wear
2009,Qtr 4,November,1,2124,West Midlands
2009,Qtr 4,November,1,2018,West Yorkshire
2009,Qtr 4,December,1,3096,Greater Manchester
2009,Qtr 4,December,1,1247,Merseyside
2009,Qtr 4,December,1,1475,South Yorkshire
2009,Qtr 4,December,1,1193,Tyne and Wear
2009,Qtr 4,December,1,2686,West Midlands
2009,Qtr 4,December,1,2638,West Yorkshire
2010,Qtr 1,January,1,1355,Greater Manchester
2010,Qtr 1,January,1,565,Merseyside
2010,Qtr 1,January,1,661,South Yorkshire
2010,Qtr 1,January,1,548,Tyne and Wear
2010,Qtr 1,January,1,1318,West Midlands
2010,Qtr 1,January,1,1183,West Yorkshire
2010,Qtr 1,February,1,1789,Greater Manchester
2010,Qtr 1,February,1,782,Merseyside
2010,Qtr 1,February,1,881,South Yorkshire
2010,Qtr 1,February,1,677,Tyne and Wear
2010,Qtr 1,February,1,1521,West Midlands
2010,Qtr 1,February,1,1498,West Yorkshire
2010,Qtr 1,March,1,2204,Greater Manchester
2010,Qtr 1,March,1,890,Merseyside
2010,Qtr 1,March,1,973,South Yorkshire
2010,Qtr 1,March,1,680,Tyne and Wear
2010,Qtr 1,March,1,1896,West Midlands
2010,Qtr 1,March,1,1719,West Yorkshire
2010,Qtr 2,April,1,2107,Greater Manchester
2010,Qtr 2,April,1,849,Merseyside
2010,Qtr 2,April,1,932,South Yorkshire
2010,Qtr 2,April,1,854,Tyne and Wear
2010,Qtr 2,April,1,1956,West Midlands
2010,Qtr 2,April,1,1740,West Yorkshire
2010,Qtr 2,May,1,2123,Greater Manchester
2010,Qtr 2,May,1,900,Merseyside
2010,Qtr 2,May,1,1064,South Yorkshire
2010,Qtr 2,May,1,788,Tyne and Wear
2010,Qtr 2,May,1,1740,West Midlands
2010,Qtr 2,May,1,1896,West Yorkshire
2010,Qtr 2,June,1,2350,Greater Manchester
2010,Qtr 2,June,1,1042,Merseyside
2010,Qtr 2,June,1,1175,South Yorkshire
2010,Qtr 2,June,1,969,Tyne and Wear
2010,Qtr 2,June,1,2187,West Midlands
2010,Qtr 2,June,1,2109,West Yorkshire
2010,Qtr 3,July,1,2688,Greater Manchester
2010,Qtr 3,July,1,1161,Merseyside
2010,Qtr 3,July,1,1270,South Yorkshire
2010,Qtr 3,July,1,1082,Tyne and Wear
2010,Qtr 3,July,1,2461,West Midlands
2010,Qtr 3,July,1,2224,West Yorkshire
2010,Qtr 3,August,1,2370,Greater Manchester
2010,Qtr 3,August,1,1087,Merseyside
2010,Qtr 3,August,1,1029,South Yorkshire
2010,Qtr 3,August,1,893,Tyne and Wear
2010,Qtr 3,August,1,2297,West Midlands
2010,Qtr 3,August,1,1972,West Yorkshire
2010,Qtr 3,September,1,2232,Greater Manchester
2010,Qtr 3,September,1,952,Merseyside
2010,Qtr 3,September,1,1082,South Yorkshire
2010,Qtr 3,September,1,889,Tyne and Wear
2010,Qtr 3,September,1,2118,West Midlands
2010,Qtr 3,September,1,1866,West Yorkshire
2010,Qtr 4,October,1,2321,Greater Manchester
2010,Qtr 4,October,1,993,Merseyside
2010,Qtr 4,October,1,1117,South Yorkshire
2010,Qtr 4,October,1,946,Tyne and Wear
2010,Qtr 4,October,1,2243,West Midlands
2010,Qtr 4,October,1,1980,West Yorkshire
2010,Qtr 4,November,1,2201,Greater Manchester
2010,Qtr 4,November,1,911,Merseyside
2010,Qtr 4,November,1,1071,South Yorkshire
2010,Qtr 4,November,1,783,Tyne and Wear
2010,Qtr 4,November,1,2072,West Midlands
2010,Qtr 4,November,1,1834,West Yorkshire
2010,Qtr 4,December,1,2303,Greater Manchester
2010,Qtr 4,December,1,936,Merseyside
2010,Qtr 4,December,1,1137,South Yorkshire
2010,Qtr 4,December,1,922,Tyne and Wear
2010,Qtr 4,December,1,2163,West Midlands
2010,Qtr 4,December,1,1890,West Yorkshire
2011,Qtr 1,January,1,1566,Greater Manchester
2011,Qtr 1,January,1,681,Merseyside
2011,Qtr 1,January,1,707,South Yorkshire
2011,Qtr 1,January,1,637,Tyne and Wear
2011,Qtr 1,January,1,1413,West Midlands
2011,Qtr 1,January,1,1233,West Yorkshire
2011,Qtr 1,February,1,1602,Greater Manchester
2011,Qtr 1,February,1,738,Merseyside
2011,Qtr 1,February,1,760,South Yorkshire
2011,Qtr 1,February,1,619,Tyne and Wear
2011,Qtr 1,February,1,1507,West Midlands
2011,Qtr 1,February,1,1337,West Yorkshire
2011,Qtr 1,March,1,2046,Greater Manchester
2011,Qtr 1,March,1,879,Merseyside
2011,Qtr 1,March,1,909,South Yorkshire
2011,Qtr 1,March,1,817,Tyne and Wear
2011,Qtr 1,March,1,1775,West Midlands
2011,Qtr 1,March,1,1497,West Yorkshire
2011,Qtr 2,April,1,2120,Greater Manchester
2011,Qtr 2,April,1,933,Merseyside
2011,Qtr 2,April,1,1081,South Yorkshire
2011,Qtr 2,April,1,918,Tyne and Wear
2011,Qtr 2,April,1,1874,West Midlands
2011,Qtr 2,April,1,1727,West Yorkshire
2011,Qtr 2,May,1,2009,Greater Manchester
2011,Qtr 2,May,1,917,Merseyside
2011,Qtr 2,May,1,944,South Yorkshire
2011,Qtr 2,May,1,823,Tyne and Wear
2011,Qtr 2,May,1,1765,West Midlands
2011,Qtr 2,May,1,1720,West Yorkshire
2011,Qtr 2,June,1,2217,Greater Manchester
2011,Qtr 2,June,1,1022,Merseyside
2011,Qtr 2,June,1,1181,South Yorkshire
2011,Qtr 2,June,1,1007,Tyne and Wear
2011,Qtr 2,June,1,2228,West Midlands
2011,Qtr 2,June,1,1865,West Yorkshire
2011,Qtr 3,July,1,2396,Greater Manchester
2011,Qtr 3,July,1,1053,Merseyside
2011,Qtr 3,July,1,1154,South Yorkshire
2011,Qtr 3,July,1,1026,Tyne and Wear
2011,Qtr 3,July,1,2238,West Midlands
2011,Qtr 3,July,1,1984,West Yorkshire
2011,Qtr 3,August,1,2297,Greater Manchester
2011,Qtr 3,August,1,1117,Merseyside
2011,Qtr 3,August,1,1286,South Yorkshire
2011,Qtr 3,August,1,1002,Tyne and Wear
2011,Qtr 3,August,1,2273,West Midlands
2011,Qtr 3,August,1,2064,West Yorkshire
2011,Qtr 3,September,1,2470,Greater Manchester
2011,Qtr 3,September,1,1099,Merseyside
2011,Qtr 3,September,1,1147,South Yorkshire
2011,Qtr 3,September,1,1082,Tyne and Wear
2011,Qtr 3,September,1,2313,West Midlands
2011,Qtr 3,September,1,2056,West Yorkshire
2011,Qtr 4,October,1,2233,Greater Manchester
2011,Qtr 4,October,1,1123,Merseyside
2011,Qtr 4,October,1,1120,South Yorkshire
2011,Qtr 4,October,1,916,Tyne and Wear
2011,Qtr 4,October,1,2245,West Midlands
2011,Qtr 4,October,1,1962,West Yorkshire
2011,Qtr 4,November,1,2327,Greater Manchester
2011,Qtr 4,November,1,1079,Merseyside
2011,Qtr 4,November,1,1171,South Yorkshire
2011,Qtr 4,November,1,984,Tyne and Wear
2011,Qtr 4,November,1,2239,West Midlands
2011,Qtr 4,November,1,2020,West Yorkshire
2011,Qtr 4,December,1,2570,Greater Manchester
2011,Qtr 4,December,1,1087,Merseyside
2011,Qtr 4,December,1,1313,South Yorkshire
2011,Qtr 4,December,1,1106,Tyne and Wear
2011,Qtr 4,December,1,2444,West Midlands
2011,Qtr 4,December,1,2012,West Yorkshire
2012,Qtr 1,January,1,1666,Greater Manchester
2012,Qtr 1,January,1,764,Merseyside
2012,Qtr 1,January,1,827,South Yorkshire
2012,Qtr 1,January,1,720,Tyne and Wear
2012,Qtr 1,January,1,1633,West Midlands
2012,Qtr 1,January,1,1456,West Yorkshire
2012,Qtr 1,February,1,1801,Greater Manchester
2012,Qtr 1,February,1,787,Merseyside
2012,Qtr 1,February,1,868,South Yorkshire
2012,Qtr 1,February,1,663,Tyne and Wear
2012,Qtr 1,February,1,1706,West Midlands
2012,Qtr 1,February,1,1436,West Yorkshire
2012,Qtr 1,March,1,2356,Greater Manchester
2012,Qtr 1,March,1,1046,Merseyside
2012,Qtr 1,March,1,1149,South Yorkshire
2012,Qtr 1,March,1,952,Tyne and Wear
2012,Qtr 1,March,1,2354,West Midlands
2012,Qtr 1,March,1,2044,West Yorkshire
2012,Qtr 2,April,1,1778,Greater Manchester
2012,Qtr 2,April,1,766,Merseyside
2012,Qtr 2,April,1,863,South Yorkshire
2012,Qtr 2,April,1,714,Tyne and Wear
2012,Qtr 2,April,1,1594,West Midlands
2012,Qtr 2,April,1,1501,West Yorkshire
2012,Qtr 2,May,1,1920,Greater Manchester
2012,Qtr 2,May,1,943,Merseyside
2012,Qtr 2,May,1,1052,South Yorkshire
2012,Qtr 2,May,1,937,Tyne and Wear
2012,Qtr 2,May,1,1864,West Midlands
2012,Qtr 2,May,1,1814,West Yorkshire
2012,Qtr 2,June,1,2193,Greater Manchester
2012,Qtr 2,June,1,1022,Merseyside
2012,Qtr 2,June,1,1199,South Yorkshire
2012,Qtr 2,June,1,1033,Tyne and Wear
2012,Qtr 2,June,1,2175,West Midlands
2012,Qtr 2,June,1,2089,West Yorkshire
2012,Qtr 3,July,1,2302,Greater Manchester
2012,Qtr 3,July,1,1046,Merseyside
2012,Qtr 3,July,1,1124,South Yorkshire
2012,Qtr 3,July,1,883,Tyne and Wear
2012,Qtr 3,July,1,2003,West Midlands
2012,Qtr 3,July,1,1915,West Yorkshire
2012,Qtr 3,August,1,2440,Greater Manchester
2012,Qtr 3,August,1,1092,Merseyside
2012,Qtr 3,August,1,1299,South Yorkshire
2012,Qtr 3,August,1,1017,Tyne and Wear
2012,Qtr 3,August,1,2161,West Midlands
2012,Qtr 3,August,1,2154,West Yorkshire
2012,Qtr 3,September,1,2019,Greater Manchester
2012,Qtr 3,September,1,881,Merseyside
2012,Qtr 3,September,1,958,South Yorkshire
2012,Qtr 3,September,1,819,Tyne and Wear
2012,Qtr 3,September,1,1892,West Midlands
2012,Qtr 3,September,1,1791,West Yorkshire
2012,Qtr 4,October,1,2289,Greater Manchester
2012,Qtr 4,October,1,924,Merseyside
2012,Qtr 4,October,1,1132,South Yorkshire
2012,Qtr 4,October,1,938,Tyne and Wear
2012,Qtr 4,October,1,2053,West Midlands
2012,Qtr 4,October,1,2001,West Yorkshire
2012,Qtr 4,November,1,2512,Greater Manchester
2012,Qtr 4,November,1,1130,Merseyside
2012,Qtr 4,November,1,1259,South Yorkshire
2012,Qtr 4,November,1,1048,Tyne and Wear
2012,Qtr 4,November,1,2375,West Midlands
2012,Qtr 4,November,1,2162,West Yorkshire
2012,Qtr 4,December,1,2088,Greater Manchester
2012,Qtr 4,December,1,1002,Merseyside
2012,Qtr 4,December,1,1150,South Yorkshire
2012,Qtr 4,December,1,986,Tyne and Wear
2012,Qtr 4,December,1,1937,West Midlands
2012,Qtr 4,December,1,1988,West Yorkshire
2013,Qtr 1,January,1,1679,Greater Manchester
2013,Qtr 1,January,1,914,Merseyside
2013,Qtr 1,January,1,841,South Yorkshire
2013,Qtr 1,January,1,666,Tyne and Wear
2013,Qtr 1,January,1,1557,West Midlands
2013,Qtr 1,January,1,1421,West Yorkshire
2013,Qtr 1,February,1,1870,Greater Manchester
2013,Qtr 1,February,1,934,Merseyside
2013,Qtr 1,February,1,920,South Yorkshire
2013,Qtr 1,February,1,724,Tyne and Wear
2013,Qtr 1,February,1,1868,West Midlands
2013,Qtr 1,February,1,1626,West Yorkshire
2013,Qtr 1,March,1,2193,Greater Manchester
2013,Qtr 1,March,1,1103,Merseyside
2013,Qtr 1,March,1,1200,South Yorkshire
2013,Qtr 1,March,1,936,Tyne and Wear
2013,Qtr 1,March,1,2041,West Midlands
2013,Qtr 1,March,1,2001,West Yorkshire
2013,Qtr 2,April,1,2151,Greater Manchester
2013,Qtr 2,April,1,917,Merseyside
2013,Qtr 2,April,1,1114,South Yorkshire
2013,Qtr 2,April,1,857,Tyne and Wear
2013,Qtr 2,April,1,1901,West Midlands
2013,Qtr 2,April,1,1737,West Yorkshire
2013,Qtr 2,May,1,2697,Greater Manchester
2013,Qtr 2,May,1,1266,Merseyside
2013,Qtr 2,May,1,1362,South Yorkshire
2013,Qtr 2,May,1,1121,Tyne and Wear
2013,Qtr 2,May,1,2357,West Midlands
2013,Qtr 2,May,1,2260,West Yorkshire
2013,Qtr 2,June,1,2648,Greater Manchester
2013,Qtr 2,June,1,1203,Merseyside
2013,Qtr 2,June,1,1311,South Yorkshire
2013,Qtr 2,June,1,1313,Tyne and Wear
2013,Qtr 2,June,1,2450,West Midlands
2013,Qtr 2,June,1,2441,West Yorkshire
2013,Qtr 3,July,1,2862,Greater Manchester
2013,Qtr 3,July,1,1474,Merseyside
2013,Qtr 3,July,1,1391,South Yorkshire
2013,Qtr 3,July,1,1179,Tyne and Wear
2013,Qtr 3,July,1,2623,West Midlands
2013,Qtr 3,July,1,2503,West Yorkshire
2013,Qtr 3,August,1,3227,Greater Manchester
2013,Qtr 3,August,1,1426,Merseyside
2013,Qtr 3,August,1,1592,South Yorkshire
2013,Qtr 3,August,1,1237,Tyne and Wear
2013,Qtr 3,August,1,2752,West Midlands
2013,Qtr 3,August,1,2753,West Yorkshire
2013,Qtr 3,September,1,2670,Greater Manchester
2013,Qtr 3,September,1,1314,Merseyside
2013,Qtr 3,September,1,1319,South Yorkshire
2013,Qtr 3,September,1,1111,Tyne and Wear
2013,Qtr 3,September,1,2458,West Midlands
2013,Qtr 3,September,1,2411,West Yorkshire
2013,Qtr 4,October,1,3053,Greater Manchester
2013,Qtr 4,October,1,1485,Merseyside
2013,Qtr 4,October,1,1553,South Yorkshire
2013,Qtr 4,October,1,1185,Tyne and Wear
2013,Qtr 4,October,1,2965,West Midlands
2013,Qtr 4,October,1,2839,West Yorkshire
2013,Qtr 4,November,1,3375,Greater Manchester
2013,Qtr 4,November,1,1663,Merseyside
2013,Qtr 4,November,1,1732,South Yorkshire
2013,Qtr 4,November,1,1389,Tyne and Wear
2013,Qtr 4,November,1,3128,West Midlands
2013,Qtr 4,November,1,3014,West Yorkshire
2013,Qtr 4,December,1,3090,Greater Manchester
2013,Qtr 4,December,1,1480,Merseyside
2013,Qtr 4,December,1,1614,South Yorkshire
2013,Qtr 4,December,1,1314,Tyne and Wear
2013,Qtr 4,December,1,2871,West Midlands
2013,Qtr 4,December,1,2849,West Yorkshire
2014,Qtr 1,January,1,2703,Greater Manchester
2014,Qtr 1,January,1,1339,Merseyside
2014,Qtr 1,January,1,1309,South Yorkshire
2014,Qtr 1,January,1,1106,Tyne and Wear
2014,Qtr 1,January,1,2434,West Midlands
2014,Qtr 1,January,1,2494,West Yorkshire
2014,Qtr 1,February,1,2936,Greater Manchester
2014,Qtr 1,February,1,1362,Merseyside
2014,Qtr 1,February,1,1364,South Yorkshire
2014,Qtr 1,February,1,1102,Tyne and Wear
2014,Qtr 1,February,1,2606,West Midlands
2014,Qtr 1,February,1,2464,West Yorkshire
2014,Qtr 1,March,1,3123,Greater Manchester
2014,Qtr 1,March,1,1552,Merseyside
2014,Qtr 1,March,1,1480,South Yorkshire
2014,Qtr 1,March,1,1189,Tyne and Wear
2014,Qtr 1,March,1,2698,West Midlands
2014,Qtr 1,March,1,2537,West Yorkshire
2014,Qtr 2,April,1,3188,Greater Manchester
2014,Qtr 2,April,1,1367,Merseyside
2014,Qtr 2,April,1,1495,South Yorkshire
2014,Qtr 2,April,1,1174,Tyne and Wear
2014,Qtr 2,April,1,2653,West Midlands
2014,Qtr 2,April,1,2648,West Yorkshire
2014,Qtr 2,May,1,3504,Greater Manchester
2014,Qtr 2,May,1,1679,Merseyside
2014,Qtr 2,May,1,1661,South Yorkshire
2014,Qtr 2,May,1,1428,Tyne and Wear
2014,Qtr 2,May,1,3023,West Midlands
2014,Qtr 2,May,1,3008,West Yorkshire
2014,Qtr 2,June,1,3484,Greater Manchester
2014,Qtr 2,June,1,1685,Merseyside
2014,Qtr 2,June,1,1721,South Yorkshire
2014,Qtr 2,June,1,1515,Tyne and Wear
2014,Qtr 2,June,1,3155,West Midlands
2014,Qtr 2,June,1,3166,West Yorkshire
2014,Qtr 3,July,1,3559,Greater Manchester
2014,Qtr 3,July,1,1713,Merseyside
2014,Qtr 3,July,1,1769,South Yorkshire
2014,Qtr 3,July,1,1356,Tyne and Wear
2014,Qtr 3,July,1,3236,West Midlands
2014,Qtr 3,July,1,3153,West Yorkshire
2014,Qtr 3,August,1,3742,Greater Manchester
2014,Qtr 3,August,1,1805,Merseyside
2014,Qtr 3,August,1,1909,South Yorkshire
2014,Qtr 3,August,1,1524,Tyne and Wear
2014,Qtr 3,August,1,3452,West Midlands
2014,Qtr 3,August,1,3210,West Yorkshire
2014,Qtr 3,September,1,3421,Greater Manchester
2014,Qtr 3,September,1,1642,Merseyside
2014,Qtr 3,September,1,1568,South Yorkshire
2014,Qtr 3,September,1,1306,Tyne and Wear
2014,Qtr 3,September,1,2943,West Midlands
2014,Qtr 3,September,1,3015,West Yorkshire
2014,Qtr 4,October,1,3790,Greater Manchester
2014,Qtr 4,October,1,1804,Merseyside
2014,Qtr 4,October,1,1780,South Yorkshire
2014,Qtr 4,October,1,1506,Tyne and Wear
2014,Qtr 4,October,1,3329,West Midlands
2014,Qtr 4,October,1,3326,West Yorkshire
2014,Qtr 4,November,1,3171,Greater Manchester
