Year,Quarter,Month,Day,Sum of SalesVolume,RegionName
2014,Qtr 4,November,1,1467,Merseyside
2014,Qtr 4,November,1,1513,South Yorkshire
2014,Qtr 4,November,1,1362,Tyne and Wear
2014,Qtr 4,November,1,2806,West Midlands
2014,Qtr 4,November,1,2762,West Yorkshire
2014,Qtr 4,December,1,3433,Greater Manchester
2014,Qtr 4,December,1,1594,Merseyside
2014,Qtr 4,December,1,1766,South Yorkshire
2014,Qtr 4,December,1,1321,Tyne and Wear
2014,Qtr 4,December,1,2963,West Midlands
2014,Qtr 4,December,1,2770,West Yorkshire
2015,Qtr 1,January,1,2552,Greater Manchester
2015,Qtr 1,January,1,1172,Merseyside
2015,Qtr 1,January,1,1119,South Yorkshire
2015,Qtr 1,January,1,1076,Tyne and Wear
2015,Qtr 1,January,1,2300,West Midlands
2015,Qtr 1,January,1,1996,West Yorkshire
2015,Qtr 1,February,1,2851,Greater Manchester
2015,Qtr 1,February,1,1185,Merseyside
2015,Qtr 1,February,1,1273,South Yorkshire
2015,Qtr 1,February,1,961,Tyne and Wear
2015,Qtr 1,February,1,2510,West Midlands
2015,Qtr 1,February,1,2210,West Yorkshire
2015,Qtr 1,March,1,3283,Greater Manchester
2015,Qtr 1,March,1,1453,Merseyside
2015,Qtr 1,March,1,1441,South Yorkshire
2015,Qtr 1,March,1,1197,Tyne and Wear
2015,Qtr 1,March,1,2906,West Midlands
2015,Qtr 1,March,1,2664,West Yorkshire
2015,Qtr 2,April,1,2956,Greater Manchester
2015,Qtr 2,April,1,1378,Merseyside
2015,Qtr 2,April,1,1319,South Yorkshire
2015,Qtr 2,April,1,1087,Tyne and Wear
2015,Qtr 2,April,1,2443,West Midlands
2015,Qtr 2,April,1,2526,West Yorkshire
2015,Qtr 2,May,1,3497,Greater Manchester
2015,Qtr 2,May,1,1658,Merseyside
2015,Qtr 2,May,1,1660,South Yorkshire
2015,Qtr 2,May,1,1403,Tyne and Wear
2015,Qtr 2,May,1,3066,West Midlands
2015,Qtr 2,May,1,2991,West Yorkshire
2015,Qtr 2,June,1,3728,Greater Manchester
2015,Qtr 2,June,1,1707,Merseyside
2015,Qtr 2,June,1,1751,South Yorkshire
2015,Qtr 2,June,1,1584,Tyne and Wear
2015,Qtr 2,June,1,3192,West Midlands
2015,Qtr 2,June,1,3212,West Yorkshire
2015,Qtr 3,July,1,4328,Greater Manchester
2015,Qtr 3,July,1,1967,Merseyside
2015,Qtr 3,July,1,1914,South Yorkshire
2015,Qtr 3,July,1,1617,Tyne and Wear
2015,Qtr 3,July,1,3561,West Midlands
2015,Qtr 3,July,1,3496,West Yorkshire
2015,Qtr 3,August,1,3843,Greater Manchester
2015,Qtr 3,August,1,1777,Merseyside
2015,Qtr 3,August,1,1790,South Yorkshire
2015,Qtr 3,August,1,1382,Tyne and Wear
2015,Qtr 3,August,1,3186,West Midlands
2015,Qtr 3,August,1,3101,West Yorkshire
2015,Qtr 3,September,1,3729,Greater Manchester
2015,Qtr 3,September,1,1781,Merseyside
2015,Qtr 3,September,1,1741,South Yorkshire
2015,Qtr 3,September,1,1415,Tyne and Wear
2015,Qtr 3,September,1,3264,West Midlands
2015,Qtr 3,September,1,2885,West Yorkshire
2015,Qtr 4,October,1,4217,Greater Manchester
2015,Qtr 4,October,1,1856,Merseyside
2015,Qtr 4,October,1,1895,South Yorkshire
2015,Qtr 4,October,1,1420,Tyne and Wear
2015,Qtr 4,October,1,3682,West Midlands
2015,Qtr 4,October,1,3576,West Yorkshire
2015,Qtr 4,November,1,3615,Greater Manchester
2015,Qtr 4,November,1,1701,Merseyside
2015,Qtr 4,November,1,1628,South Yorkshire
2015,Qtr 4,November,1,1354,Tyne and Wear
2015,Qtr 4,November,1,3282,West Midlands
2015,Qtr 4,November,1,2985,West Yorkshire
2015,Qtr 4,December,1,3662,Greater Manchester
2015,Qtr 4,December,1,1734,Merseyside
2015,Qtr 4,December,1,1725,South Yorkshire
2015,Qtr 4,December,1,1369,Tyne and Wear
2015,Qtr 4,December,1,3322,West Midlands
2015,Qtr 4,December,1,3037,West Yorkshire
2016,Qtr 1,January,1,2810,Greater Manchester
2016,Qtr 1,January,1,1306,Merseyside
2016,Qtr 1,January,1,1274,South Yorkshire
2016,Qtr 1,January,1,1016,Tyne and Wear
2016,Qtr 1,January,1,2529,West Midlands
2016,Qtr 1,January,1,2270,West Yorkshire
2016,Qtr 1,February,1,3158,Greater Manchester
2016,Qtr 1,February,1,1380,Merseyside
2016,Qtr 1,February,1,1297,South Yorkshire
2016,Qtr 1,February,1,1081,Tyne and Wear
2016,Qtr 1,February,1,2674,West Midlands
2016,Qtr 1,February,1,2466,West Yorkshire
2016,Qtr 1,March,1,5223,Greater Manchester
2016,Qtr 1,March,1,2303,Merseyside
2016,Qtr 1,March,1,2190,South Yorkshire
2016,Qtr 1,March,1,1772,Tyne and Wear
2016,Qtr 1,March,1,4849,West Midlands
2016,Qtr 1,March,1,3955,West Yorkshire
2016,Qtr 2,April,1,2221,Greater Manchester
2016,Qtr 2,April,1,1100,Merseyside
2016,Qtr 2,April,1,1085,South Yorkshire
2016,Qtr 2,April,1,798,Tyne and Wear
2016,Qtr 2,April,1,1916,West Midlands
2016,Qtr 2,April,1,2040,West Yorkshire
2016,Qtr 2,May,1,2346,Greater Manchester
2016,Qtr 2,May,1,1189,Merseyside
2016,Qtr 2,May,1,1150,South Yorkshire
2016,Qtr 2,May,1,883,Tyne and Wear
2016,Qtr 2,May,1,2106,West Midlands
2016,Qtr 2,May,1,2089,West Yorkshire
2016,Qtr 2,June,1,2726,Greater Manchester
2016,Qtr 2,June,1,1330,Merseyside
2016,Qtr 2,June,1,1286,South Yorkshire
2016,Qtr 2,June,1,1021,Tyne and Wear
2016,Qtr 2,June,1,2365,West Midlands
2016,Qtr 2,June,1,2429,West Yorkshire
2016,Qtr 3,July,1,3444,Greater Manchester
2016,Qtr 3,July,1,1472,Merseyside
2016,Qtr 3,July,1,1473,South Yorkshire
2016,Qtr 3,July,1,1221,Tyne and Wear
2016,Qtr 3,July,1,2780,West Midlands
2016,Qtr 3,July,1,2801,West Yorkshire
2016,Qtr 3,August,1,3191,Greater Manchester
2016,Qtr 3,August,1,1562,Merseyside
2016,Qtr 3,August,1,1511,South Yorkshire
2016,Qtr 3,August,1,1131,Tyne and Wear
2016,Qtr 3,August,1,2845,West Midlands
2016,Qtr 3,August,1,2957,West Yorkshire
2016,Qtr 3,September,1,3093,Greater Manchester
2016,Qtr 3,September,1,1436,Merseyside
2016,Qtr 3,September,1,1417,South Yorkshire
2016,Qtr 3,September,1,1029,Tyne and Wear
2016,Qtr 3,September,1,2777,West Midlands
2016,Qtr 3,September,1,2700,West Yorkshire
2016,Qtr 4,October,1,2913,Greater Manchester
2016,Qtr 4,October,1,1351,Merseyside
2016,Qtr 4,October,1,1301,South Yorkshire
2016,Qtr 4,October,1,974,Tyne and Wear
2016,Qtr 4,October,1,2518,West Midlands
2016,Qtr 4,October,1,2495,West Yorkshire
2016,Qtr 4,November,1,0,Greater Manchester
2016,Qtr 4,November,1,0,Merseyside
2016,Qtr 4,November,1,0,South Yorkshire
2016,Qtr 4,November,1,0,Tyne and Wear
2016,Qtr 4,November,1,0,West Midlands
2016,Qtr 4,November,1,0,West Yorkshire
2016,Qtr 4,December,1,0,Greater Manchester
2016,Qtr 4,December,1,0,Merseyside
2016,Qtr 4,December,1,0,South Yorkshire
2016,Qtr 4,December,1,0,Tyne and Wear
2016,Qtr 4,December,1,0,West Midlands
2016,Qtr 4,December,1,0,West Yorkshire
